dataset,policy,capacity_type,requested_capacity,effective_capacity_terms,actual_pct_eligible_vocab,oracle_ndcg10,delta_ndcg10,oracle_r1000,delta_r1000,pct_retained_vs_eligible,recall_safe_query_rate,ranking_safe_query_rate
arguana,specificity,percentage,0.2,1968,20.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,specificity,adaptive_rule_15pct,adaptive_15pct_2.5k_10k,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,fixed,1000,1000,10.1615689462453,0.4785578521428745,0.01386468838532139,1.0,0.0,16.291058080560752,0.0,0.0
arguana,hybrid,fixed,2500,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,fixed,5000,5000,50.8078447312265,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,fixed,10000,10000,101.615689462453,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,fixed,15000,15000,152.4235341936795,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,fixed,20000,20000,203.231378924906,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,hybrid,percentage,0.02,196,2.0,0.46469316375755315,0.0,1.0,0.0,0.0,0.0,0.0
arguana,hybrid,percentage,0.05,492,5.0,0.46469316375755315,0.0,1.0,0.0,0.0,0.0,0.0
arguana,hybrid,percentage,0.1,984,10.0,0.4785578521428745,0.01386468838532139,1.0,0.0,16.291058080560752,0.0,0.0
arguana,hybrid,percentage,0.15,1476,15.0,0.5452245188095411,0.08053135505198805,1.0,0.0,94.62462811981804,0.0,0.0
arguana,hybrid,percentage,0.2,1968,20.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,hybrid,adaptive_rule_15pct,adaptive_15pct_2.5k_10k,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,stratified,fixed,1000,1000,10.1615689462453,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,stratified,fixed,2500,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,stratified,fixed,5000,5000,50.8078447312265,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,stratified,fixed,10000,10000,101.615689462453,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,stratified,fixed,15000,15000,152.4235341936795,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,stratified,fixed,20000,20000,203.231378924906,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,stratified,percentage,0.02,196,2.0,0.5313598304242197,0.06666666666666667,1.0,0.0,78.3335700392573,0.0,0.0
arguana,stratified,percentage,0.05,492,5.0,0.5452245188095411,0.08053135505198805,1.0,0.0,94.62462811981804,0.0,0.0
arguana,stratified,percentage,0.1,984,10.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,stratified,percentage,0.15,1476,15.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,stratified,percentage,0.2,1968,20.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,stratified,adaptive_rule_15pct,adaptive_15pct_2.5k_10k,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,coverage,fixed,1000,1000,10.1615689462453,0.5452245188095411,0.08053135505198805,1.0,0.0,94.62462811981804,0.0,0.0
arguana,coverage,fixed,2500,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,coverage,fixed,5000,5000,50.8078447312265,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,coverage,fixed,10000,10000,101.615689462453,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,coverage,fixed,15000,15000,152.4235341936795,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,coverage,fixed,20000,20000,203.231378924906,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.2
arguana,coverage,percentage,0.02,196,2.0,0.46469316375755315,0.0,1.0,0.0,0.0,0.0,0.0
arguana,coverage,percentage,0.05,492,5.0,0.46469316375755315,0.0,1.0,0.0,0.0,0.0,0.0
arguana,coverage,percentage,0.1,984,10.0,0.5452245188095411,0.08053135505198805,1.0,0.0,94.62462811981804,0.0,0.0
arguana,coverage,percentage,0.15,1476,15.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,coverage,percentage,0.2,1968,20.0,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
arguana,coverage,adaptive_rule_15pct,adaptive_15pct_2.5k_10k,2500,25.40392236561325,0.549799289564479,0.08510612580692582,1.0,0.0,100.0,0.0,0.0
bright_stackoverflow,salience,fixed,1000,1000,3.524477496211187,0.2127663958189349,0.051098952266633045,0.95,0.11666666666666667,63.94204076461523,0.0,0.0
bright_stackoverflow,salience,fixed,2500,2500,8.811193740527967,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,fixed,5000,5000,17.622387481055934,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,fixed,10000,10000,35.24477496211187,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,fixed,15000,15000,52.8671624431678,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,fixed,20000,20000,70.48954992422374,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,percentage,0.02,567,2.0,0.17188991630123768,0.01022247274893583,0.95,0.11666666666666667,12.791764610297996,0.0,0.0
bright_stackoverflow,salience,percentage,0.05,1418,5.0,0.2127663958189349,0.051098952266633045,0.95,0.11666666666666667,63.94204076461523,0.0,0.0
bright_stackoverflow,salience,percentage,0.1,2837,10.0,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,percentage,0.15,4255,15.0,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,percentage,0.2,5674,20.0,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,salience,adaptive_rule_15pct,adaptive_15pct_2.5k_10k,4255,14.9966517463786,0.24158192806920922,0.07991448451690739,0.95,0.11666666666666667,100.0,0.0,0.0
bright_stackoverflow,specificity,fixed,1000,1000,3.524477496211187,0.20254392306999908,0.04087647951769722,0.95,0.11666666666666667,51.15027615431723,0.0,0.0
