stage,config_id,dataset,category,model_family,display_name,params,num_queries,strict_10,strict_20,strict_30,strict_50,complete_10,complete_20,complete_30,complete_50,doc_rec_10,doc_rec_20,doc_rec_30,doc_rec_50,prec_10,prec_20,prec_30,prec_50,mrr_10,latency_p50_ms,latency_mean_ms,latency_p95_ms,tti_s,vram_gb,avg_anchors,avg_synonyms,starved_aspects_mean
stage2,gate_dtau_+0.05__beta_1.0__single,liverag_doc_level,Edge-RAG,v7,"Gate d_tau=+0.05 (beta=1.0, single)","delta_tau=0.05, beta=1.0, gate=single",895,97.88,98.32,98.66,98.88,96.98,97.99,98.32,98.66,97.43,98.16,98.49,98.77,11.22,5.66,3.79,2.28,0.9304,27.55,27.58,35.44,0.0,0.0,11.31,2946.8,0.0
stage2,gate_dtau_+0.10__beta_1.0__single,liverag_doc_level,Edge-RAG,v7,"Gate d_tau=+0.10 (beta=1.0, single)","delta_tau=0.1, beta=1.0, gate=single",895,97.99,98.44,98.66,98.88,97.21,98.1,98.32,98.66,97.6,98.27,98.49,98.77,11.24,5.66,3.79,2.28,0.9301,24.4,24.36,30.98,0.0,0.0,11.31,1929.39,0.05
stage2,gate_dtau_+0.15__beta_1.0__single,liverag_doc_level,Edge-RAG,v7,"Gate d_tau=+0.15 (beta=1.0, single)","delta_tau=0.15, beta=1.0, gate=single",895,97.88,98.32,98.66,98.88,97.21,97.88,98.32,98.66,97.54,98.1,98.49,98.77,11.24,5.65,3.79,2.28,0.927,22.65,22.7,27.94,0.0,0.0,11.31,1393.79,0.63
stage2,gate_dtau_+0.20__beta_1.0__single,liverag_doc_level,Edge-RAG,v7,"Gate d_tau=+0.20 (beta=1.0, single)","delta_tau=0.2, beta=1.0, gate=single",895,97.99,98.32,98.66,98.88,97.21,97.88,98.32,98.66,97.6,98.1,98.49,98.77,11.24,5.65,3.79,2.28,0.9292,21.39,21.44,26.17,0.0,0.0,11.31,1068.89,1.6
stage2,gate_dtau_+0.25__beta_1.0__single,liverag_doc_level,Edge-RAG,v7,"Gate d_tau=+0.25 (beta=1.0, single)","delta_tau=0.25, beta=1.0, gate=single",895,97.88,98.32,98.66,98.88,97.09,97.88,98.32,98.66,97.49,98.1,98.49,98.77,11.23,5.65,3.79,2.28,0.9292,20.45,20.5,25.17,0.0,0.0,11.31,857.1,2.5
stage2,gate_beta_0.00__dtau_0.0__single,liverag_doc_level,Edge-RAG,v7,"Gate beta=0.00 (d_tau=0.0, single)","beta=0.0, delta_tau=0.0, gate=single",895,97.77,98.32,98.55,98.88,96.76,97.88,98.21,98.66,97.26,98.1,98.38,98.77,11.2,5.65,3.78,2.28,0.9164,29.36,29.33,32.28,0.0,0.0,11.31,53.53,1.59
stage2,gate_beta_0.50__dtau_0.0__single,liverag_doc_level,Edge-RAG,v7,"Gate beta=0.50 (d_tau=0.0, single)","beta=0.5, delta_tau=0.0, gate=single",895,97.88,98.44,98.66,98.88,97.21,98.1,98.32,98.66,97.54,98.27,98.49,98.77,11.24,5.66,3.79,2.28,0.9293,30.02,30.01,33.17,0.0,0.0,11.31,190.57,0.37
stage2,gate_beta_0.65__dtau_0.0__single,liverag_doc_level,Edge-RAG,v7,"Gate beta=0.65 (d_tau=0.0, single)","beta=0.65, delta_tau=0.0, gate=single",895,97.88,98.44,98.66,98.88,96.98,98.1,98.32,98.66,97.43,98.27,98.49,98.77,11.22,5.66,3.79,2.28,0.9292,31.56,31.66,35.89,0.0,0.0,11.31,523.68,0.01
stage2,gate_beta_1.00__dtau_0.0__single,liverag_doc_level,Edge-RAG,v7,"Gate beta=1.00 (d_tau=0.0, single)","beta=1.0, delta_tau=0.0, gate=single",895,97.88,98.32,98.66,98.88,97.09,97.99,98.32,98.66,97.49,98.16,98.49,98.77,11.23,5.66,3.79,2.28,0.9303,34.56,34.52,44.04,0.0,0.0,11.31,5184.41,0.0
stage2,gate_variant_single__dtau_0.0__beta_1.0,liverag_doc_level,Edge-RAG,v7,Gate Variant: single,"gate_variant=single, delta_tau=0.0, beta=1.0",895,97.88,98.32,98.66,98.88,97.09,97.99,98.32,98.66,97.49,98.16,98.49,98.77,11.23,5.66,3.79,2.28,0.9303,34.48,34.88,44.74,0.0,0.0,11.31,5184.41,0.0
stage2,gate_variant_two_gate__dtau_0.0__beta_1.0,liverag_doc_level,Edge-RAG,v7,Gate Variant: two_gate,"gate_variant=two_gate, delta_tau=0.0, beta=1.0",895,97.88,98.44,98.66,98.88,96.98,98.1,98.32,98.66,97.43,98.27,98.49,98.77,11.22,5.66,3.79,2.28,0.9298,39.52,39.87,48.91,0.0,0.0,11.31,3005.87,0.0
