config_id,bailout_enabled,bailout_tau_sim,bailout_tau_idf,dataset,num_queries,strict_10,doc_rec_10,strict_50,doc_rec_50,mrr_10,avg_bailed_cands_generated,avg_bailed_stems_in_qvec,avg_final_qvec_len,avg_anchors,in_pool_hit_rate_pct,lat_total_mean_ms,lat_total_p50_ms,lat_total_p95_ms,lat_anchor_total_ms,lat_bailout_ms,lat_probing_ms,lat_itmpe_ms,lat_bm25_ms,tti_total_sec,tti_bm25_sec,tti_vocab_sec,tti_matrix_sec
bailout__sim_0.65__idf_2.0,True,0.65,2.0,financebench_doc_level,150,54.0,51.44,72.67,69.67,0.32,3203.567,2155.227,3166.4,16.58,58.01,26.94,25.54,45.54,3.206,6.239,0.17,1.37,15.73,1.68,1.05,0.01,0.61
bailout__sim_0.70__idf_2.0,True,0.7,2.0,financebench_doc_level,150,55.33,52.78,74.0,70.67,0.3264,562.407,487.853,1499.03,16.58,58.01,14.59,13.79,21.48,2.992,2.893,0.16,0.96,7.52,1.68,1.05,0.01,0.61
bailout__sim_0.75__idf_2.0,True,0.75,2.0,financebench_doc_level,150,54.67,52.11,74.67,71.33,0.3278,112.773,106.567,1117.74,16.58,58.01,11.94,11.31,15.93,2.983,2.296,0.16,0.87,5.58,1.68,1.05,0.01,0.61
bailout__sim_0.80__idf_2.0,True,0.8,2.0,financebench_doc_level,150,56.0,52.78,74.67,71.67,0.3311,23.527,22.953,1034.13,16.58,58.01,11.43,11.02,14.91,2.993,2.203,0.16,0.85,5.18,1.68,1.05,0.01,0.61
bailout__sim_0.85__idf_2.0,True,0.85,2.0,financebench_doc_level,150,55.33,53.11,75.33,72.33,0.3314,5.66,5.567,1016.74,16.58,58.01,11.23,10.77,14.47,2.944,2.15,0.16,0.86,5.09,1.68,1.05,0.01,0.61
bailout__sim_0.65__idf_3.0,True,0.65,3.0,financebench_doc_level,150,54.0,51.44,72.67,69.67,0.3208,1773.133,1363.78,2374.95,16.58,58.01,20.18,19.46,32.51,3.034,3.888,0.16,1.16,11.8,1.68,1.05,0.01,0.61
bailout__sim_0.70__idf_3.0,True,0.7,3.0,financebench_doc_level,150,55.33,52.78,74.0,70.67,0.3266,319.4,284.48,1295.65,16.58,58.01,12.77,12.28,17.9,3.008,2.049,0.16,0.93,6.56,1.68,1.05,0.01,0.61
bailout__sim_0.75__idf_3.0,True,0.75,3.0,financebench_doc_level,150,54.67,52.11,74.67,71.67,0.3269,68.693,64.067,1075.24,16.58,58.01,11.13,10.68,14.11,2.96,1.692,0.16,0.87,5.41,1.68,1.05,0.01,0.61
bailout__sim_0.80__idf_3.0,True,0.8,3.0,financebench_doc_level,150,56.0,53.11,74.0,71.0,0.3348,14.42,13.907,1025.08,16.58,58.01,10.81,10.42,13.73,3.001,1.632,0.16,0.86,5.13,1.68,1.05,0.01,0.61
bailout__sim_0.85__idf_3.0,True,0.85,3.0,financebench_doc_level,150,56.67,54.11,74.67,71.67,0.3369,3.26,3.167,1014.34,16.58,58.01,10.67,10.33,13.27,2.96,1.595,0.15,0.86,5.07,1.68,1.05,0.01,0.61
bailout__sim_0.65__idf_4.0,True,0.65,4.0,financebench_doc_level,150,54.0,51.44,72.67,69.67,0.3208,1587.253,1226.36,2237.53,16.58,58.01,19.15,18.07,31.54,3.035,3.578,0.16,1.13,11.11,1.68,1.05,0.01,0.61
bailout__sim_0.70__idf_4.0,True,0.7,4.0,financebench_doc_level,150,55.33,52.78,74.0,70.67,0.3266,285.393,253.833,1265.01,16.58,58.01,12.34,11.71,17.16,2.976,1.911,0.16,0.92,6.33,1.68,1.05,0.01,0.61
bailout__sim_0.75__idf_4.0,True,0.75,4.0,financebench_doc_level,150,54.67,52.11,74.67,71.67,0.3269,62.393,58.013,1069.19,16.58,58.01,11.0,10.52,14.02,2.963,1.624,0.15,0.87,5.35,1.68,1.05,0.01,0.61
bailout__sim_0.80__idf_4.0,True,0.8,4.0,financebench_doc_level,150,56.0,53.11,74.0,71.0,0.3349,13.093,12.587,1023.76,16.58,58.01,10.71,10.28,13.59,2.969,1.558,0.16,0.86,5.12,1.68,1.05,0.01,0.61
bailout__sim_0.85__idf_4.0,True,0.85,4.0,financebench_doc_level,150,56.67,54.11,74.67,71.67,0.3372,2.853,2.76,1013.93,16.58,58.01,10.69,10.23,13.61,2.961,1.544,0.16,0.87,5.12,1.68,1.05,0.01,0.61
baseline_no_bailout,False,0.85,999.0,bright_economics_doc_level,103,27.18,13.71,46.6,25.85,0.1245,0.0,0.097,1044.24,55.19,96.2,12.66,12.0,17.31,3.311,0.059,0.15,1.67,7.44,7.43,5.14,0.09,2.2
bailout__sim_0.65__idf_0.0,True,0.65,0.0,bright_economics_doc_level,103,25.24,13.4,46.6,25.9,0.1239,47119.893,15562.204,16606.35,55.19,96.2,217.39,199.75,357.1,7.849,104.853,0.84,9.82,90.55,7.43,5.14,0.09,2.2
bailout__sim_0.70__idf_0.0,True,0.7,0.0,bright_economics_doc_level,103,25.24,13.42,46.6,25.9,0.1253,7103.767,4366.107,5410.25,55.19,96.2,96.59,90.24,160.97,6.782,50.221,0.78,3.18,34.71,7.43,5.14,0.09,2.2
bailout__sim_0.75__idf_0.0,True,0.75,0.0,bright_economics_doc_level,103,26.21,13.89,46.6,25.86,0.1311,1494.214,1221.583,2265.73,55.19,96.2,67.92,59.6,121.54,6.756,41.927,0.72,2.15,15.82,7.43,5.14,0.09,2.2
bailout__sim_0.80__idf_0.0,True,0.8,0.0,bright_economics_doc_level,103,27.18,14.09,45.63,25.75,0.1325,398.806,363.67,1407.82,55.19,96.2,54.89,48.64,98.43,4.208,37.673,0.28,1.91,10.34,7.43,5.14,0.09,2.2
bailout__sim_0.85__idf_0.0,True,0.85,0.0,bright_economics_doc_level,103,26.21,13.67,45.63,25.79,0.1257,89.544,84.621,1128.77,55.19,96.2,52.98,46.43,94.73,4.473,37.288,0.3,1.89,8.59,7.43,5.14,0.09,2.2
bailout__sim_0.65__idf_2.0,True,0.65,2.0,bright_economics_doc_level,103,25.24,13.4,46.6,25.9,0.1239,47017.019,15541.524,16585.67,55.19,96.2,223.84,206.51,364.57,9.603,107.504,1.08,10.63,91.12,7.43,5.14,0.09,2.2
bailout__sim_0.70__idf_2.0,True,0.7,2.0,bright_economics_doc_level,103,25.24,13.42,46.6,25.9,0.1253,7087.301,4355.301,5399.45,55.19,96.2,94.08,83.75,157.5,6.068,48.99,0.59,3.18,34.33,7.43,5.14,0.09,2.2
bailout__sim_0.75__idf_2.0,True,0.75,2.0,bright_economics_doc_level,103,26.21,13.89,46.6,25.86,0.1311,1492.175,1219.767,2263.91,55.19,96.2,65.55,58.18,119.69,5.344,41.004,0.46,2.18,15.99,7.43,5.14,0.09,2.2
bailout__sim_0.80__idf_2.0,True,0.8,2.0,bright_economics_doc_level,103,27.18,14.09,45.63,25.75,0.1325,398.534,363.398,1407.54,55.19,96.2,57.32,50.38,103.57,5.207,38.888,0.44,1.93,10.37,7.43,5.14,0.09,2.2
bailout__sim_0.85__idf_2.0,True,0.85,2.0,bright_economics_doc_level,103,26.21,13.67,45.63,25.79,0.1257,89.544,84.621,1128.77,55.19,96.2,53.19,46.63,93.7,4.6,37.435,0.29,1.86,8.53,7.43,5.14,0.09,2.2
bailout__sim_0.65__idf_3.0,True,0.65,3.0,bright_economics_doc_level,103,25.24,13.48,46.6,25.9,0.1239,42527.32,14943.66,15987.81,55.19,96.2,207.64,193.84,352.66,9.104,96.539,1.04,9.49,88.09,7.43,5.14,0.09,2.2
bailout__sim_0.70__idf_3.0,True,0.7,3.0,bright_economics_doc_level,103,25.24,13.4,46.6,25.86,0.1253,6530.243,4155.728,5199.87,55.19,96.2,89.95,78.59,159.24,6.689,45.458,0.68,3.03,33.31,7.43,5.14,0.09,2.2
bailout__sim_0.75__idf_3.0,True,0.75,3.0,bright_economics_doc_level,103,26.21,13.8,47.57,26.04,0.1309,1352.612,1134.408,2178.55,55.19,96.2,60.24,53.73,110.63,5.37,36.663,0.44,2.06,15.27,7.43,5.14,0.09,2.2
bailout__sim_0.80__idf_3.0,True,0.8,3.0,bright_economics_doc_level,103,27.18,14.09,45.63,25.51,0.1325,353.301,327.33,1371.48,55.19,96.2,55.62,48.61,104.36,6.565,35.887,0.84,1.89,10.09,7.43,5.14,0.09,2.2
bailout__sim_0.85__idf_3.0,True,0.85,3.0,bright_economics_doc_level,103,26.21,13.75,45.63,25.45,0.1258,81.107,77.097,1121.24,55.19,96.2,48.45,43.36,88.39,4.249,33.383,0.27,1.83,8.37,7.43,5.14,0.09,2.2
bailout__sim_0.65__idf_4.0,True,0.65,4.0,bright_economics_doc_level,103,26.21,13.8,46.6,25.85,0.1255,27157.33,12024.971,13069.12,55.19,96.2,154.72,144.52,262.41,8.53,63.736,0.93,6.45,73.06,7.43,5.14,0.09,2.2
bailout__sim_0.70__idf_4.0,True,0.7,4.0,bright_economics_doc_level,103,25.24,13.48,46.6,25.9,0.1245,4185.68,2987.194,4031.34,55.19,96.2,63.2,56.18,108.32,5.075,29.386,0.34,2.48,25.49,7.43,5.14,0.09,2.2
bailout__sim_0.75__idf_4.0,True,0.75,4.0,bright_economics_doc_level,103,26.21,13.8,46.6,25.9,0.1308,816.573,711.66,1755.81,55.19,96.2,45.39,39.99,77.98,5.456,25.035,0.54,1.91,12.25,7.43,5.14,0.09,2.2
bailout__sim_0.80__idf_4.0,True,0.8,4.0,bright_economics_doc_level,103,26.21,14.05,45.63,25.33,0.1323,204.641,191.252,1235.4,55.19,96.2,37.6,32.37,70.05,3.91,22.589,0.24,1.75,8.91,7.43,5.14,0.09,2.2
bailout__sim_0.85__idf_4.0,True,0.85,4.0,bright_economics_doc_level,103,26.21,13.69,45.63,25.6,0.1256,51.369,48.913,1093.06,55.19,96.2,36.55,32.42,64.4,3.93,22.478,0.24,1.74,8.01,7.43,5.14,0.09,2.2
baseline_no_bailout,False,0.85,999.0,bright_stackoverflow_doc_level,117,40.17,22.26,51.28,36.88,0.2003,0.0,0.274,1060.74,67.49,82.38,18.58,17.86,26.21,6.449,0.084,0.15,1.87,10.0,25.74,23.43,0.15,2.15
bailout__sim_0.65__idf_0.0,True,0.65,0.0,bright_stackoverflow_doc_level,117,39.32,22.57,51.28,36.67,0.195,95706.59,24941.59,26002.05,67.49,82.38,375.15,333.36,729.92,15.195,182.868,1.08,21.49,146.06,25.74,23.43,0.15,2.15
bailout__sim_0.70__idf_0.0,True,0.7,0.0,bright_stackoverflow_doc_level,117,39.32,22.57,50.43,36.46,0.2059,13948.171,7892.342,8952.8,67.49,82.38,159.63,140.74,315.6,12.508,72.796,0.73,4.67,67.53,25.74,23.43,0.15,2.15
bailout__sim_0.75__idf_0.0,True,0.75,0.0,bright_stackoverflow_doc_level,117,38.46,22.03,51.28,36.73,0.2029,3066.06,2420.53,3480.99,67.49,82.38,98.48,85.34,192.62,9.936,55.245,0.48,2.6,29.67,25.74,23.43,0.15,2.15
bailout__sim_0.80__idf_0.0,True,0.8,0.0,bright_stackoverflow_doc_level,117,38.46,21.65,50.43,35.71,0.2061,790.641,707.299,1767.76,67.49,82.38,78.33,68.93,163.88,8.646,50.375,0.37,2.15,16.44,25.74,23.43,0.15,2.15
bailout__sim_0.85__idf_0.0,True,0.85,0.0,bright_stackoverflow_doc_level,117,37.61,21.32,52.14,38.08,0.1951,145.111,135.598,1196.06,67.49,82.38,71.76,60.62,154.2,8.146,48.638,0.33,2.03,12.31,25.74,23.43,0.15,2.15
bailout__sim_0.65__idf_2.0,True,0.65,2.0,bright_stackoverflow_doc_level,117,39.32,22.57,51.28,36.67,0.195,94252.282,24796.393,25856.85,67.49,82.38,376.5,338.08,722.05,15.961,182.586,1.08,22.17,145.55,25.74,23.43,0.15,2.15
bailout__sim_0.70__idf_2.0,True,0.7,2.0,bright_stackoverflow_doc_level,117,39.32,22.57,50.43,36.46,0.2055,13747.316,7795.137,8855.6,67.49,82.38,156.92,139.56,303.9,12.397,71.161,0.84,4.65,66.5,25.74,23.43,0.15,2.15
bailout__sim_0.75__idf_2.0,True,0.75,2.0,bright_stackoverflow_doc_level,117,38.46,22.03,51.28,36.73,0.2029,3018.632,2379.855,3440.32,67.49,82.38,98.67,85.25,198.07,11.009,54.531,0.74,2.57,29.31,25.74,23.43,0.15,2.15
bailout__sim_0.80__idf_2.0,True,0.8,2.0,bright_stackoverflow_doc_level,117,38.46,21.65,50.43,35.71,0.2057,779.974,697.316,1757.78,67.49,82.38,76.86,67.64,158.32,8.485,49.155,0.34,2.15,16.4,25.74,23.43,0.15,2.15
bailout__sim_0.85__idf_2.0,True,0.85,2.0,bright_stackoverflow_doc_level,117,37.61,21.32,52.14,38.08,0.196,143.658,134.188,1194.65,67.49,82.38,70.03,59.79,146.72,7.873,47.45,0.32,2.0,12.1,25.74,23.43,0.15,2.15
bailout__sim_0.65__idf_3.0,True,0.65,3.0,bright_stackoverflow_doc_level,117,39.32,22.57,51.28,36.67,0.2054,74166.846,22552.094,23612.56,67.49,82.38,326.73,280.64,632.53,15.877,147.164,1.07,17.44,138.34,25.74,23.43,0.15,2.15
bailout__sim_0.70__idf_3.0,True,0.7,3.0,bright_stackoverflow_doc_level,117,39.32,22.57,50.43,36.46,0.2045,10774.53,6377.744,7438.21,67.49,82.38,133.46,117.46,267.19,12.028,58.502,0.82,4.0,57.05,25.74,23.43,0.15,2.15
bailout__sim_0.75__idf_3.0,True,0.75,3.0,bright_stackoverflow_doc_level,117,38.46,22.03,51.28,36.73,0.2033,2229.0,1746.59,2807.05,67.49,82.38,79.83,68.97,172.09,8.803,43.598,0.4,2.39,24.28,25.74,23.43,0.15,2.15
bailout__sim_0.80__idf_3.0,True,0.8,3.0,bright_stackoverflow_doc_level,117,38.46,21.82,52.14,37.23,0.2052,567.291,502.547,1563.01,67.49,82.38,66.0,56.06,147.38,8.155,40.594,0.32,2.05,14.63,25.74,23.43,0.15,2.15
bailout__sim_0.85__idf_3.0,True,0.85,3.0,bright_stackoverflow_doc_level,117,38.46,22.18,51.28,37.18,0.199,117.547,109.342,1169.8,67.49,82.38,61.45,52.9,136.2,7.819,39.352,0.3,1.98,11.8,25.74,23.43,0.15,2.15
bailout__sim_0.65__idf_4.0,True,0.65,4.0,bright_stackoverflow_doc_level,117,39.32,22.4,51.28,36.93,0.1993,47887.872,18303.462,19363.92,67.49,82.38,248.48,227.15,494.52,14.176,98.027,0.81,11.6,119.64,25.74,23.43,0.15,2.15
bailout__sim_0.70__idf_4.0,True,0.7,4.0,bright_stackoverflow_doc_level,117,39.32,22.57,51.28,36.72,0.2009,7094.615,4507.932,5568.39,67.49,82.38,95.77,83.97,203.97,9.553,39.121,0.43,3.2,42.75,25.74,23.43,0.15,2.15
bailout__sim_0.75__idf_4.0,True,0.75,4.0,bright_stackoverflow_doc_level,117,39.32,22.76,52.14,37.63,0.1958,1421.376,1093.06,2153.52,67.49,82.38,58.79,51.23,122.7,7.688,29.747,0.27,2.14,18.69,25.74,23.43,0.15,2.15
bailout__sim_0.80__idf_4.0,True,0.8,4.0,bright_stackoverflow_doc_level,117,38.46,21.65,52.99,38.2,0.2064,336.299,287.504,1347.97,67.49,82.38,50.04,41.73,102.65,7.31,27.628,0.26,1.95,12.71,25.74,23.43,0.15,2.15
bailout__sim_0.85__idf_4.0,True,0.85,4.0,bright_stackoverflow_doc_level,117,38.46,21.75,51.28,36.96,0.2018,72.701,66.034,1126.5,67.49,82.38,47.73,40.9,102.62,7.309,27.122,0.26,1.87,11.0,25.74,23.43,0.15,2.15
baseline_no_bailout,False,0.85,999.0,bright_robotics_doc_level,101,22.77,12.64,47.52,27.66,0.0976,0.0,0.624,1059.97,86.98,90.78,18.15,14.47,39.26,7.66,0.094,0.15,2.34,7.87,6.35,4.26,0.11,1.99
bailout__sim_0.65__idf_0.0,True,0.65,0.0,bright_robotics_doc_level,101,22.77,12.64,48.51,28.65,0.0976,90898.455,21824.604,22883.95,86.98,90.78,340.49,241.97,895.99,14.521,177.261,0.8,20.31,119.85,6.35,4.26,0.11,1.99
bailout__sim_0.70__idf_0.0,True,0.7,0.0,bright_robotics_doc_level,101,22.77,12.14,48.51,28.65,0.0989,20022.98,7138.436,8197.78,86.98,90.78,150.3,97.74,395.49,12.208,80.65,0.54,6.32,48.82,6.35,4.26,0.11,1.99
bailout__sim_0.75__idf_0.0,True,0.75,0.0,bright_robotics_doc_level,101,22.77,12.18,47.52,27.72,0.0981,6310.416,2472.099,3531.45,86.98,90.78,98.95,63.05,284.0,10.535,60.698,0.47,3.72,22.9,6.35,4.26,0.11,1.99
bailout__sim_0.80__idf_0.0,True,0.8,0.0,bright_robotics_doc_level,101,25.74,14.36,47.52,27.87,0.1033,1436.356,840.287,1899.63,86.98,90.78,79.93,54.21,243.7,9.671,52.982,0.34,2.95,13.67,6.35,4.26,0.11,1.99
bailout__sim_0.85__idf_0.0,True,0.85,0.0,bright_robotics_doc_level,101,23.76,13.37,48.51,27.67,0.0985,268.01,217.564,1276.91,86.98,90.78,72.92,49.66,229.25,9.617,49.965,0.33,2.74,10.02,6.35,4.26,0.11,1.99
bailout__sim_0.65__idf_2.0,True,0.65,2.0,bright_robotics_doc_level,101,22.77,12.64,48.51,28.65,0.0976,90672.564,21773.762,22833.11,86.98,90.78,343.63,247.29,920.27,15.589,178.77,0.86,20.63,119.73,6.35,4.26,0.11,1.99
bailout__sim_0.70__idf_2.0,True,0.7,2.0,bright_robotics_doc_level,101,22.77,12.14,48.51,28.65,0.0989,19997.584,7122.228,8181.57,86.98,90.78,150.58,98.75,409.47,12.268,80.657,0.62,6.38,48.81,6.35,4.26,0.11,1.99
bailout__sim_0.75__idf_2.0,True,0.75,2.0,bright_robotics_doc_level,101,22.77,12.18,47.52,27.72,0.0981,6307.446,2469.723,3529.07,86.98,90.78,97.64,60.7,284.13,10.057,59.887,0.36,3.81,22.82,6.35,4.26,0.11,1.99
bailout__sim_0.80__idf_2.0,True,0.8,2.0,bright_robotics_doc_level,101,25.74,14.36,47.52,27.87,0.1033,1436.059,840.0,1899.35,86.98,90.78,79.54,52.69,257.28,9.656,52.755,0.34,2.94,13.51,6.35,4.26,0.11,1.99
bailout__sim_0.85__idf_2.0,True,0.85,2.0,bright_robotics_doc_level,101,23.76,13.37,48.51,27.67,0.0985,267.861,217.426,1276.77,86.98,90.78,73.19,48.12,226.67,9.689,50.288,0.34,2.72,9.89,6.35,4.26,0.11,1.99
bailout__sim_0.65__idf_3.0,True,0.65,3.0,bright_robotics_doc_level,101,22.77,12.64,48.51,28.65,0.0976,87293.426,21352.842,22412.19,86.98,90.78,335.4,240.69,880.83,16.215,172.324,1.01,20.08,117.88,6.35,4.26,0.11,1.99
bailout__sim_0.70__idf_3.0,True,0.7,3.0,bright_robotics_doc_level,101,22.77,12.14,48.51,28.65,0.0989,19340.158,6871.604,7930.95,86.98,90.78,149.16,95.93,415.75,12.456,80.801,0.67,6.23,47.27,6.35,4.26,0.11,1.99
bailout__sim_0.75__idf_3.0,True,0.75,3.0,bright_robotics_doc_level,101,22.77,12.18,47.52,27.72,0.0981,6075.723,2339.337,3398.68,86.98,90.78,94.69,58.43,278.0,10.036,58.04,0.39,3.68,21.92,6.35,4.26,0.11,1.99
bailout__sim_0.80__idf_3.0,True,0.8,3.0,bright_robotics_doc_level,101,25.74,14.36,47.52,27.92,0.1033,1349.644,778.644,1837.99,86.98,90.78,77.25,52.11,237.73,9.714,50.659,0.34,2.99,13.23,6.35,4.26,0.11,1.99
bailout__sim_0.85__idf_3.0,True,0.85,3.0,bright_robotics_doc_level,101,23.76,13.37,47.52,27.57,0.0985,241.386,193.386,1252.73,86.98,90.78,70.37,47.45,212.59,8.864,48.474,0.35,2.71,9.74,6.35,4.26,0.11,1.99
bailout__sim_0.65__idf_4.0,True,0.65,4.0,bright_robotics_doc_level,101,22.77,12.64,47.52,27.66,0.0976,70402.149,18052.376,19111.72,86.98,90.78,281.46,197.38,830.11,15.208,139.946,0.99,16.49,102.65,6.35,4.26,0.11,1.99
bailout__sim_0.70__idf_4.0,True,0.7,4.0,bright_robotics_doc_level,101,22.77,12.14,48.51,28.71,0.0989,16282.129,5113.832,6173.18,86.98,90.78,119.09,68.26,373.49,10.853,63.493,0.36,5.59,37.38,6.35,4.26,0.11,1.99
bailout__sim_0.75__idf_4.0,True,0.75,4.0,bright_robotics_doc_level,101,22.77,12.18,47.52,27.72,0.0981,5074.495,1547.079,2606.43,86.98,90.78,78.52,45.23,232.8,9.588,47.434,0.3,3.4,17.37,6.35,4.26,0.11,1.99
bailout__sim_0.80__idf_4.0,True,0.8,4.0,bright_robotics_doc_level,101,25.74,14.36,47.52,28.02,0.1033,965.505,438.248,1497.59,86.98,90.78,64.39,39.94,197.73,8.917,41.189,0.3,2.72,11.07,6.35,4.26,0.11,1.99
bailout__sim_0.85__idf_4.0,True,0.85,4.0,bright_robotics_doc_level,101,23.76,13.37,46.53,27.54,0.0983,144.535,101.465,1160.81,86.98,90.78,60.61,39.12,203.62,9.088,39.414,0.31,2.61,9.06,6.35,4.26,0.11,1.99
