dataset,category,model_family,config_label,p,display_name,params,num_queries,strict_10,strict_20,strict_30,strict_50,complete_10,complete_20,complete_30,complete_50,doc_rec_10,doc_rec_20,doc_rec_30,doc_rec_50,prec_10,prec_20,prec_30,prec_50,mrr_10,latency_p50_ms,latency_mean_ms,latency_p95_ms,tti_s,vram_gb,avg_qaug_len,avg_anchors,avg_synonyms,avg_r_anchor
enterpriserag_doc_level,Baseline,BM25_Lucene,bm25_baseline,-,BM25 (Lucene Baseline),"k1=1.5, b=0.75",470,92.34,95.11,96.17,97.23,86.17,90.21,91.91,93.83,89.28,92.59,94.03,95.64,12.96,6.86,4.7,2.89,0.7937,0.27,0.28,0.41,0.964,0.0,30.7,0.0,0.0,0.0
enterpriserag_doc_level,Baseline,Dense_BGE_Small,dense_bge_small,-,Dense (bge-small-en-v1.5),"dim=384, cosine",470,84.04,89.36,91.7,93.62,74.68,81.28,84.26,87.45,79.2,85.74,88.5,90.95,11.3,6.28,4.35,2.71,0.6955,13.61,13.9,14.81,2.989,1.6,30.7,0.0,0.0,0.0
enterpriserag_doc_level,Baseline,Dense_BGE_Large,dense_bge_large,-,Dense (bge-large-en-v1.5),"dim=1024, cosine",470,88.3,91.91,93.4,94.89,80.0,84.04,86.81,89.15,84.09,88.15,90.55,92.59,11.89,6.32,4.41,2.74,0.741,26.42,26.55,27.85,19.429,2.6,30.7,0.0,0.0,0.0
enterpriserag_doc_level,Baseline,SPLADE_v3,splade_v3,-,SPLADE-v3 (DistilBERT),"sparse neural, distilbert",470,92.77,94.68,96.81,97.66,85.74,89.15,92.55,94.68,89.79,92.7,95.49,96.81,13.09,6.98,4.85,2.97,0.8285,7.79,8.14,8.83,18.856,4.12,30.7,0.0,0.0,0.0
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.45,"Schema 1 Baseline (R=3, C_exp=2) (p=0.45)","R=3, C_exp=2, p=0.45",470,88.3,90.64,92.55,95.11,81.91,85.96,88.51,92.13,85.37,88.94,90.89,93.95,12.7,6.81,4.65,2.89,0.7562,37.17,37.87,47.73,1.736,0.09,31.5,11.03,22.06,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.45,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.45)","n=3, r in [2,5], c=-1, p=0.45",470,88.3,90.64,92.55,95.11,81.91,85.96,88.51,92.13,85.37,88.94,90.89,93.95,12.7,6.81,4.65,2.89,0.7562,37.54,38.24,48.73,1.736,0.09,31.5,11.03,22.06,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.45,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.45)","n=4, r in [2,5], c=-1, p=0.45",470,88.51,90.85,92.34,94.89,82.13,86.17,88.3,91.7,85.54,89.05,90.67,93.69,12.7,6.79,4.65,2.88,0.7607,37.82,38.36,48.24,1.736,0.09,31.5,11.03,22.06,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.45,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.45)","r in [2,5], c=-1, p=0.45",470,88.3,92.13,92.98,95.32,81.7,87.23,88.94,92.13,85.0,90.16,91.25,94.01,12.55,6.8,4.65,2.89,0.7573,38.07,39.16,49.23,1.736,0.09,40.3,11.03,33.12,4.02
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.45,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.45)","r in [3,5], c=-1, p=0.45",470,88.51,91.91,93.19,95.11,82.13,87.45,89.15,92.13,85.37,90.14,91.53,93.86,12.6,6.84,4.67,2.88,0.7574,37.89,38.74,49.12,1.736,0.09,43.3,11.03,36.9,4.35
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.45,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.45)","r in [4,5], c=-1, p=0.45",470,88.51,91.06,92.77,94.89,81.91,86.38,88.51,91.7,85.37,89.24,91.0,93.58,12.62,6.78,4.63,2.88,0.766,37.76,38.41,48.5,1.736,0.09,46.5,11.03,40.9,4.72
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.45,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.45)","centrality, n=3, r in [2,5], c=-1, p=0.45",470,89.36,92.77,93.83,95.32,82.77,88.09,89.57,91.91,86.29,90.79,91.89,93.85,12.74,6.82,4.64,2.86,0.7652,65.27,65.52,75.48,1.736,0.09,38.4,10.38,31.64,3.0
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.45,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.45)","centrality, n=4, r in [2,5], c=-1, p=0.45",470,89.57,92.55,93.62,95.53,83.4,87.87,89.15,92.13,86.69,90.48,91.62,94.07,12.83,6.78,4.62,2.87,0.7683,64.74,65.64,75.83,1.736,0.09,38.4,10.38,31.64,4.0
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.45,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.45)","centrality, r in [2,4], c=-1, p=0.45",470,89.57,92.55,93.83,95.74,83.19,87.66,89.79,92.13,86.35,90.51,91.83,94.25,12.68,6.79,4.62,2.87,0.7562,64.68,65.04,74.84,1.736,0.09,32.9,10.38,24.61,3.38
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.45,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.45)","centrality, r in [3,5], c=-1, p=0.45",470,89.57,93.19,94.04,95.96,83.19,88.3,90.21,92.55,86.39,91.08,92.26,94.41,12.66,6.8,4.64,2.87,0.7591,64.64,65.02,75.14,1.736,0.09,41.1,10.38,34.99,4.38
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.45,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.45)","centrality, r in [4,5], c=-1, p=0.45",470,89.36,91.91,93.62,95.11,82.98,87.23,89.36,91.49,86.3,89.84,91.84,93.65,12.74,6.74,4.62,2.86,0.7606,64.64,65.08,75.36,1.736,0.09,44.1,10.38,38.77,4.74
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.45,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.45)","centrality, r in [2,5], c=-1, p=0.45",470,89.36,92.55,94.04,95.32,83.19,87.87,90.0,91.7,86.2,90.44,92.21,93.77,12.68,6.77,4.62,2.85,0.7535,64.8,65.67,76.25,1.736,0.09,38.4,10.38,31.64,4.06
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.5,"Schema 1 Baseline (R=3, C_exp=2) (p=0.50)","R=3, C_exp=2, p=0.50",470,89.57,92.13,93.62,95.74,83.62,87.66,89.79,92.77,86.86,90.44,92.05,94.48,12.91,6.88,4.71,2.9,0.7644,38.13,38.95,49.49,1.736,0.09,33.5,11.79,23.58,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.5,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.50)","n=3, r in [2,5], c=-1, p=0.50",470,89.57,92.13,93.62,95.74,83.62,87.66,89.79,92.77,86.86,90.44,92.05,94.48,12.91,6.88,4.71,2.9,0.7644,38.1,38.97,49.51,1.736,0.09,33.5,11.79,23.58,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.5,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.50)","n=4, r in [2,5], c=-1, p=0.50",470,89.57,92.55,93.83,95.53,83.62,88.3,90.21,92.55,86.98,90.82,92.33,94.31,13.0,6.89,4.73,2.9,0.7685,38.38,39.12,50.66,1.736,0.09,33.5,11.79,23.58,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.5,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.50)","r in [2,5], c=-1, p=0.50",470,90.0,92.77,94.26,95.32,83.62,88.09,90.43,92.13,87.05,90.93,92.62,94.03,12.87,6.86,4.71,2.89,0.7663,38.31,39.55,50.04,1.736,0.09,42.3,11.79,34.73,3.97
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.5,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.50)","r in [3,5], c=-1, p=0.50",470,90.0,92.55,94.68,95.11,83.83,88.3,90.85,92.13,87.17,90.82,93.13,93.82,12.91,6.89,4.74,2.89,0.7655,38.73,39.59,51.08,1.736,0.09,45.8,11.79,39.15,4.33
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.5,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.50)","r in [4,5], c=-1, p=0.50",470,89.57,92.55,94.04,95.53,83.62,88.09,90.0,92.55,86.92,90.81,92.43,94.27,12.96,6.88,4.71,2.89,0.7719,38.62,39.42,50.55,1.736,0.09,49.0,11.79,43.26,4.68
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.5,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.50)","centrality, n=3, r in [2,5], c=-1, p=0.50",470,89.36,92.13,94.26,95.53,82.98,87.45,90.43,92.77,86.5,90.38,92.68,94.33,12.87,6.86,4.74,2.91,0.7736,65.5,66.51,77.0,1.736,0.09,40.5,11.13,33.28,3.0
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.5,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.50)","centrality, n=4, r in [2,5], c=-1, p=0.50",470,89.57,91.7,94.26,95.11,83.83,87.02,90.85,92.34,86.98,89.91,92.79,93.94,12.96,6.83,4.76,2.9,0.7718,65.32,65.92,76.05,1.736,0.09,40.5,11.13,33.28,4.0
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.5,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.50)","centrality, r in [2,4], c=-1, p=0.50",470,89.57,92.34,94.04,95.53,83.83,87.66,90.0,92.55,86.78,90.56,92.39,94.29,12.85,6.86,4.71,2.9,0.7674,65.64,66.08,77.15,1.736,0.09,34.9,11.13,26.1,3.35
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.5,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.50)","centrality, r in [3,5], c=-1, p=0.50",470,89.57,92.77,94.26,95.32,83.83,88.3,90.43,92.55,86.81,90.95,92.85,94.08,12.87,6.87,4.73,2.9,0.7695,65.29,66.08,76.88,1.736,0.09,43.6,11.13,37.24,4.35
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.5,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.50)","centrality, r in [4,5], c=-1, p=0.50",470,89.79,92.77,94.04,95.32,84.04,88.09,89.79,92.34,87.0,90.9,92.51,94.09,12.94,6.85,4.69,2.9,0.7709,65.79,66.56,76.94,1.736,0.09,46.7,11.13,41.16,4.71
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.5,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.50)","centrality, r in [2,5], c=-1, p=0.50",470,89.36,92.98,94.04,95.53,83.4,88.3,90.0,91.91,86.47,91.06,92.51,94.1,12.87,6.84,4.69,2.89,0.7624,65.39,66.12,77.33,1.736,0.09,40.5,11.13,33.28,4.01
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.55,"Schema 1 Baseline (R=3, C_exp=2) (p=0.55)","R=3, C_exp=2, p=0.55",470,90.85,92.55,94.89,96.17,85.32,88.3,91.91,93.4,88.44,91.14,93.7,95.09,13.19,6.99,4.82,2.93,0.7828,39.71,40.6,52.39,1.736,0.09,36.7,13.03,26.05,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.55,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.55)","n=3, r in [2,5], c=-1, p=0.55",470,90.85,92.55,94.89,96.17,85.32,88.3,91.91,93.4,88.44,91.14,93.7,95.09,13.19,6.99,4.82,2.93,0.7828,39.49,40.78,52.58,1.736,0.09,36.7,13.03,26.05,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.55,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.55)","n=4, r in [2,5], c=-1, p=0.55",470,90.85,92.98,94.89,96.17,85.32,88.94,91.7,93.4,88.4,91.6,93.65,95.09,13.17,7.02,4.81,2.93,0.7853,39.63,40.48,52.61,1.736,0.09,36.7,13.03,26.05,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.55,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.55)","r in [2,5], c=-1, p=0.55",470,91.06,93.4,95.11,96.38,85.32,89.15,91.06,93.83,88.47,91.73,93.56,95.34,13.15,6.95,4.76,2.94,0.7812,39.96,41.05,53.56,1.736,0.09,45.5,13.03,37.27,3.88
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.55,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.55)","r in [3,5], c=-1, p=0.55",470,91.28,93.62,94.68,96.38,85.53,89.36,91.28,93.62,88.82,92.04,93.34,95.3,13.19,6.99,4.78,2.94,0.7877,40.35,41.58,53.65,1.736,0.09,49.8,13.03,42.73,4.29
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.55,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.55)","r in [4,5], c=-1, p=0.55",470,91.28,92.98,94.89,96.17,85.74,88.72,91.06,93.4,88.79,91.45,93.44,95.09,13.21,6.97,4.77,2.93,0.7911,40.2,41.15,52.68,1.736,0.09,53.1,13.03,47.05,4.62
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.55,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.55)","centrality, n=3, r in [2,5], c=-1, p=0.55",470,89.36,93.83,95.11,97.02,83.83,89.79,91.49,94.47,86.7,92.25,93.81,95.97,12.94,6.97,4.8,2.95,0.7866,67.05,67.63,79.82,1.736,0.09,43.6,12.3,35.73,3.0
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.55,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.55)","centrality, n=4, r in [2,5], c=-1, p=0.55",470,90.43,94.04,95.11,97.02,84.89,90.0,91.49,94.47,87.77,92.5,93.82,95.95,13.04,6.99,4.8,2.95,0.7889,66.66,67.34,79.04,1.736,0.09,43.6,12.3,35.73,4.0
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.55,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.55)","centrality, r in [2,4], c=-1, p=0.55",470,90.43,94.04,94.68,96.81,84.68,89.79,91.06,94.04,87.72,92.41,93.26,95.67,12.98,6.99,4.76,2.94,0.7781,67.12,68.08,79.48,1.736,0.09,37.9,12.3,28.35,3.31
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.55,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.55)","centrality, r in [3,5], c=-1, p=0.55",470,90.64,93.83,95.53,96.81,85.32,89.79,91.91,94.04,88.09,92.34,94.15,95.69,13.09,7.0,4.79,2.94,0.7849,66.59,67.28,78.92,1.736,0.09,47.4,12.3,40.65,4.31
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.55,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.55)","centrality, r in [4,5], c=-1, p=0.55",470,90.0,93.4,95.32,96.81,84.68,89.15,91.28,93.62,87.46,91.72,93.9,95.63,13.02,6.94,4.77,2.93,0.7847,67.38,67.81,79.57,1.736,0.09,50.6,12.3,44.78,4.65
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.55,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.55)","centrality, r in [2,5], c=-1, p=0.55",470,90.64,93.19,95.53,96.81,84.89,88.94,91.7,93.62,87.85,91.48,94.07,95.65,12.98,6.91,4.77,2.94,0.7794,67.09,68.07,79.71,1.736,0.09,43.6,12.3,35.73,3.92
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.6,"Schema 1 Baseline (R=3, C_exp=2) (p=0.60)","R=3, C_exp=2, p=0.60",470,90.64,93.62,95.74,97.02,84.89,89.57,92.34,94.47,88.18,92.2,94.37,95.97,13.13,7.04,4.82,2.95,0.7943,40.36,41.29,54.6,1.736,0.09,39.2,13.97,27.94,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.6,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.60)","n=3, r in [2,5], c=-1, p=0.60",470,90.64,93.62,95.74,97.02,84.89,89.57,92.34,94.47,88.18,92.2,94.37,95.97,13.13,7.04,4.82,2.95,0.7943,40.7,41.74,54.35,1.736,0.09,39.2,13.97,27.94,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.6,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.60)","n=4, r in [2,5], c=-1, p=0.60",470,90.85,93.62,95.53,97.02,85.32,89.36,92.13,94.47,88.42,92.14,94.16,95.97,13.19,7.02,4.82,2.95,0.7969,40.66,41.98,54.32,1.736,0.09,39.2,13.97,27.94,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.6,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.60)","r in [2,5], c=-1, p=0.60",470,90.64,93.62,94.47,97.23,85.32,89.57,90.85,94.47,88.18,92.1,93.12,96.08,13.15,7.0,4.74,2.95,0.7887,41.31,42.3,55.39,1.736,0.09,47.9,13.97,39.16,3.82
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.6,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.60)","r in [3,5], c=-1, p=0.60",470,91.28,93.83,95.53,97.23,85.74,89.79,92.13,94.47,88.84,92.33,94.07,96.13,13.21,7.02,4.79,2.95,0.7955,41.21,42.18,55.27,1.736,0.09,52.7,13.97,45.37,4.26
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.6,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.60)","r in [4,5], c=-1, p=0.60",470,91.28,93.62,95.32,97.02,86.17,89.36,91.7,94.47,88.89,92.13,94.03,95.97,13.23,7.01,4.78,2.95,0.8007,41.38,42.58,55.7,1.736,0.09,56.1,13.97,49.9,4.58
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.6,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.60)","centrality, n=3, r in [2,5], c=-1, p=0.60",470,91.49,93.62,95.53,97.23,85.96,89.57,92.13,94.68,88.98,92.03,94.26,96.27,13.23,6.98,4.82,2.96,0.7952,68.11,68.8,81.33,1.736,0.09,45.7,13.14,37.45,3.0
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.6,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.60)","centrality, n=4, r in [2,5], c=-1, p=0.60",470,92.13,93.83,95.96,97.23,86.6,89.79,92.55,94.68,89.61,92.25,94.66,96.25,13.3,6.99,4.83,2.95,0.7997,68.04,68.58,80.55,1.736,0.09,45.7,13.14,37.45,4.0
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.6,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.60)","centrality, r in [2,4], c=-1, p=0.60",470,91.49,94.26,95.32,97.23,85.96,90.21,91.91,94.47,89.02,92.69,93.92,96.21,13.21,7.02,4.79,2.95,0.7913,67.83,68.97,80.35,1.736,0.09,40.0,13.14,29.92,3.28
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.6,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.60)","centrality, r in [3,5], c=-1, p=0.60",470,91.7,94.04,95.96,97.23,86.17,90.21,92.55,94.47,89.25,92.54,94.56,96.19,13.26,7.03,4.81,2.95,0.7928,67.71,68.53,80.95,1.736,0.09,50.1,13.14,43.06,4.28
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.6,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.60)","centrality, r in [4,5], c=-1, p=0.60",470,92.13,94.04,95.53,97.23,87.02,90.0,91.91,94.47,89.69,92.49,94.14,96.21,13.32,7.01,4.79,2.95,0.7944,67.69,68.55,80.71,1.736,0.09,53.4,13.14,47.34,4.61
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.6,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.60)","centrality, r in [2,5], c=-1, p=0.60",470,91.49,93.4,95.74,97.02,85.96,89.36,91.91,94.26,88.91,91.79,94.23,96.02,13.19,6.96,4.79,2.95,0.7856,67.68,68.5,81.39,1.736,0.09,45.7,13.14,37.45,3.87
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.65,"Schema 1 Baseline (R=3, C_exp=2) (p=0.65)","R=3, C_exp=2, p=0.65",470,91.49,94.04,95.96,97.66,86.17,90.0,93.19,95.32,89.32,92.65,94.78,96.68,13.4,7.1,4.85,2.97,0.8058,41.99,43.19,56.58,1.736,0.09,42.1,15.07,30.14,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.65,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.65)","n=3, r in [2,5], c=-1, p=0.65",470,91.49,94.04,95.96,97.66,86.17,90.0,93.19,95.32,89.32,92.65,94.78,96.68,13.4,7.1,4.85,2.97,0.8058,42.1,42.91,56.22,1.736,0.09,42.1,15.07,30.14,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.65,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.65)","n=4, r in [2,5], c=-1, p=0.65",470,91.49,94.04,95.96,97.87,86.17,90.21,93.19,95.53,89.3,92.78,94.78,96.93,13.38,7.12,4.85,2.97,0.8059,41.7,43.22,56.3,1.736,0.09,42.1,15.07,30.14,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.65,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.65)","r in [2,5], c=-1, p=0.65",470,91.7,93.62,95.74,97.45,86.6,89.79,92.13,95.11,89.35,92.19,94.51,96.45,13.32,7.03,4.81,2.96,0.7954,42.36,43.31,57.1,1.736,0.09,50.6,15.07,41.33,3.76
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r3-5_c-1,0.65,"Schema 5b (High-Floor Safe [3,5], c=-1) (p=0.65)","r in [3,5], c=-1, p=0.65",470,92.34,93.62,95.53,97.87,87.23,89.79,92.34,95.53,90.13,92.26,94.19,96.96,13.43,7.06,4.82,2.98,0.8026,42.47,43.69,57.17,1.736,0.09,55.9,15.07,48.3,4.21
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r4-5_c-1,0.65,"Schema 5b (Heavy Booster [4,5], c=-1) (p=0.65)","r in [4,5], c=-1, p=0.65",470,91.91,94.04,95.53,97.87,86.81,90.0,92.34,95.53,89.57,92.62,94.37,96.89,13.36,7.05,4.82,2.97,0.8061,42.64,43.93,58.68,1.736,0.09,59.5,15.07,53.22,4.54
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n3_r2-5_c-1,0.65,"Schema 6a (Centrality Fixed 3x, [2,5], c=-1) (p=0.65)","centrality, n=3, r in [2,5], c=-1, p=0.65",470,91.91,93.83,95.53,97.66,86.6,89.79,92.55,95.11,89.66,92.35,94.36,96.67,13.38,7.05,4.81,2.96,0.8,69.04,69.91,82.49,1.736,0.09,48.5,14.21,39.6,3.0
enterpriserag_doc_level,Edge-RAG,v6a,v6a_n4_r2-5_c-1,0.65,"Schema 6a (Centrality Fixed 4x, [2,5], c=-1) (p=0.65)","centrality, n=4, r in [2,5], c=-1, p=0.65",470,91.28,93.83,96.17,97.87,85.96,89.79,92.98,95.53,88.94,92.35,94.78,96.91,13.3,7.05,4.82,2.97,0.7998,69.84,70.44,84.76,1.736,0.09,48.5,14.21,39.6,4.0
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-4_c-1,0.65,"Schema 6b (Centrality Low-Floor [2,4], c=-1) (p=0.65)","centrality, r in [2,4], c=-1, p=0.65",470,90.85,94.04,96.17,97.45,85.74,90.0,92.77,94.89,88.59,92.5,94.7,96.48,13.26,7.02,4.81,2.96,0.7981,69.31,70.13,83.18,1.736,0.09,42.6,14.21,31.83,3.24
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r3-5_c-1,0.65,"Schema 6b (Centrality High-Floor [3,5], c=-1) (p=0.65)","centrality, r in [3,5], c=-1, p=0.65",470,91.28,93.83,95.96,97.66,86.17,90.0,92.55,95.11,88.96,92.39,94.48,96.69,13.28,7.04,4.8,2.97,0.8003,68.89,69.92,82.82,1.736,0.09,53.4,14.21,46.03,4.24
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r4-5_c-1,0.65,"Schema 6b (Centrality Heavy Booster [4,5], c=-1) (p=0.65)","centrality, r in [4,5], c=-1, p=0.65",470,91.7,93.83,94.89,98.09,86.38,89.79,91.49,95.74,89.21,92.31,93.64,97.1,13.23,7.01,4.77,2.97,0.7969,69.51,70.43,82.92,1.736,0.09,56.8,14.21,50.59,4.57
enterpriserag_doc_level,Edge-RAG,v6b,v6b_r2-5_c-1,0.65,"Schema 6b (Centrality Full Dynamic [2,5], c=-1) (p=0.65)","centrality, r in [2,5], c=-1, p=0.65",470,91.06,94.26,95.74,97.66,85.74,90.43,92.13,95.11,88.58,92.74,94.43,96.53,13.17,7.03,4.79,2.95,0.788,69.05,69.81,83.13,1.736,0.09,48.5,14.21,39.6,3.8
enterpriserag_doc_level,Edge-RAG,v1,v1_baseline,0.7,"Schema 1 Baseline (R=3, C_exp=2) (p=0.70)","R=3, C_exp=2, p=0.70",470,92.55,94.26,95.96,97.66,87.23,90.0,93.19,95.11,90.26,92.67,94.78,96.63,13.45,7.11,4.85,2.96,0.8104,42.76,43.98,58.39,1.736,0.09,44.6,16.03,32.06,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n3_r2-5_c-1,0.7,"Schema 5a (Fixed 3x, [2,5], c=-1) (p=0.70)","n=3, r in [2,5], c=-1, p=0.70",470,92.55,94.26,95.96,97.66,87.23,90.0,93.19,95.11,90.26,92.67,94.78,96.63,13.45,7.11,4.85,2.96,0.8104,43.0,44.45,58.53,1.736,0.09,44.6,16.03,32.06,3.0
enterpriserag_doc_level,Edge-RAG,v5a,v5a_n4_r2-5_c-1,0.7,"Schema 5a (Fixed 4x, [2,5], c=-1) (p=0.70)","n=4, r in [2,5], c=-1, p=0.70",470,92.13,94.26,96.17,97.87,86.81,90.43,93.4,95.32,89.8,92.91,94.99,96.89,13.38,7.14,4.86,2.97,0.8131,43.04,44.19,59.24,1.736,0.09,44.6,16.03,32.06,3.0
enterpriserag_doc_level,Edge-RAG,v5b,v5b_r2-5_c-1,0.7,"Schema 5b (Dynamic Contrast [2,5], c=-1) (p=0.70)","r in [2,5], c=-1, p=0.70",470,91.91,94.26,95.53,97.87,86.6,90.21,91.91,95.32,89.52,92.58,94.18,96.82,13.32,7.04,4.8,2.96,0.8054,43.78,44.72,59.22,1.736,0.09,52.9,16.03,43.14,3.71
